scheme_code,scheme_name,amc,category
100794,Sundaram Small Cap Fund,Sundaram Asset Management Company Ltd,Equity Scheme - Small Cap Fund
100795,Sundaram Small Cap Fund,Sundaram Asset Management Company Ltd,Equity Scheme - Small Cap Fund
100796,Sahara Midcap Fund,Sahara Asset Management Company Private Limited,Growth
100797,Sahara Midcap Fund,Sahara Asset Management Company Private Limited,Growth
100798,Sahara Midcap Fund,Sahara Asset Management Company Private Limited,Growth
100799,Sahara Midcap Fund,Sahara Asset Management Company Private Limited,Growth
100806,UTI - Healthcare Fund,UTI Asset Mgmt. Co. Ltd.,Equity Scheme - Sectoral/ Thematic
100807,UTI - Healthcare Fund,UTI Asset Mgmt. Co. Ltd.,Equity Scheme - Sectoral/ Thematic
100810,UTI - Overnight Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Overnight Fund
100813,UTI - Overnight Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Overnight Fund
100814,UTI - Overnight Fund,UTI Asset Mgmt. Co. Ltd.,Debt Scheme - Overnight Fund
100820,UTI ELSS Tax Saver Fund,UTI Asset Mgmt. Co. Ltd.,Equity Scheme - ELSS
100821,UTI ELSS Tax Saver Fund,UTI Asset Mgmt. Co. Ltd.,Equity Scheme - ELSS
100822,UTI Nifty 50 Index Fund,UTI Asset Mgmt. Co. Ltd.,Other Scheme - Index Funds
100823,UTI Nifty 50 Index Fund,UTI Asset Mgmt. Co. Ltd.,Other Scheme - Index Funds
100833,Kotak Liquid Fund,Kotak Mahindra Asset Management Company Limited.,Debt Scheme - Liquid Fund
100835,Kotak Liquid Fund,Kotak Mahindra Asset Management Company Limited.,Debt Scheme - Liquid Fund
100837,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100838,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100839,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100840,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100841,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100842,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100843,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100844,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100845,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100846,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100848,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100849,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100850,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100851,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100852,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100853,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100854,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100855,Nippon India Liquid Fund,Nippon Life India Asset Management Limited,Debt Scheme - Liquid Fund
100856,Nippon India Corporate Bond Fund,Nippon Life India Asset Management Limited,Debt Scheme - Corporate Bond Fund
100857,Nippon India Corporate Bond Fund,Nippon Life India Asset Management Limited,Debt Scheme - Corporate Bond Fund
100858,Nippon India Corporate Bond Fund,Nippon Life India Asset Management Limited,Debt Scheme - Corporate Bond Fund
100859,Nippon India Corporate Bond Fund,Nippon Life India Asset Management Limited,Debt Scheme - Corporate Bond Fund
100864,LIC MF ELSS Tax Saver,LIC Mutual Fund Asset Management Limited,Equity Scheme - ELSS
100865,LIC MF ELSS Tax Saver,LIC Mutual Fund Asset Management Limited,Equity Scheme - ELSS
100868,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100869,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100870,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100871,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100872,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100873,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100874,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100875,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100876,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100877,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100878,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100879,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100880,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100881,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100882,HDFC Liquid Fund,HDFC Asset Management Company Limited,Debt Scheme - Liquid Fund
100899,HDFC Children's Fund,HDFC Asset Management Company Limited,Solution Oriented Scheme - Children s Fund
100900,HDFC Children's Fund,HDFC Asset Management Company Limited,Solution Oriented Scheme - Children s Fund
100915,SBI CONTRA FUND,SBI Funds Management Limited,Equity Scheme - Contra Fund
100927,SBI CONSERVATIVE HYBRID FUND,SBI Funds Management Limited,Hybrid Scheme - Conservative Hybrid Fund
100928,SBI CONSERVATIVE HYBRID FUND,SBI Funds Management Limited,Hybrid Scheme - Conservative Hybrid Fund
100929,SBI CONSERVATIVE HYBRID FUND,SBI Funds Management Limited,Hybrid Scheme - Conservative Hybrid Fund
100942,DSP Liquidity Fund - Regular Plan,DSP Asset Managers Private Limited,Debt Scheme - Liquid Fund
100948,Franklin India Conservative Hybrid Fund,Franklin Templeton Asset Management (India) Private Limited,Hybrid Scheme - Conservative Hybrid Fund
100949,Franklin India Conservative Hybrid Fund,Franklin Templeton Asset Management (India) Private Limited,Hybrid Scheme - Conservative Hybrid Fund
100950,Franklin India Conservative Hybrid Fund,Franklin Templeton Asset Management (India) Private Limited,Hybrid Scheme - Conservative Hybrid Fund
100952,ICICI Prudential MIP,ICICI Prudential Asset Management Company Limited,Income
100953,ICICI Prudential MIP,ICICI Prudential Asset Management Company Limited,Income
100954,ICICI Prudential MIP,ICICI Prudential Asset Management Company Limited,Income
100955,ICICI Prudential MIP,ICICI Prudential Asset Management Company Limited,Income
100968,SBI CONSERVATIVE HYBRID FUND,SBI Funds Management Limited,Hybrid Scheme - Conservative Hybrid Fund
100997,HDFC Long Term Advantage Plan,HDFC Asset Management Company Limited,Equity Scheme - ELSS
100998,HDFC Long Term Advantage Plan,HDFC Asset Management Company Limited,Equity Scheme - ELSS
100999,SBI GILT FUND,SBI Funds Management Limited,Debt Scheme - Gilt Fund
101001,SBI GILT FUND,SBI Funds Management Limited,Debt Scheme - Gilt Fund
101002,SBI CONSTANT MATURITY 10-Year GILT FUND,SBI Funds Management Limited,Debt Scheme - Gilt Fund with 10 year constant duration
101003,SBI CONSTANT MATURITY 10-Year GILT FUND,SBI Funds Management Limited,Debt Scheme - Gilt Fund with 10 year constant duration
101009,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101010,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101011,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101012,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101013,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101014,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101015,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101016,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101017,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101018,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101019,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101020,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101021,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101022,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101023,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101024,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101025,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101026,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101027,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101028,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101029,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101030,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101031,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101032,Franklin India Strategic Investment Plan,Franklin Templeton Asset Management (India) Private Limited,Income
101042,Tata Gilt Securities Fund,Tata Asset Management Limited,Debt Scheme - Gilt Fund
101044,Franklin India Floating Rate Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Floater Fund
101045,Franklin India Floating Rate Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Floater Fund
101046,Franklin India Floating Rate Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Floater Fund
101047,Franklin India Floating Rate Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Floater Fund
101048,Franklin India Floating Rate Fund,Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Floater Fund
101049,Tata Gilt Securities Fund,Tata Asset Management Limited,Debt Scheme - Gilt Fund
101062,Franklin India Maxima Fund,Franklin Templeton Asset Management (India) Private Limited,Income
101065,Quant Mid Cap Fund,quant Money Managers Limited,Equity Scheme - Mid Cap Fund
101066,Quant Mid Cap Fund,quant Money Managers Limited,Equity Scheme - Mid Cap Fund
101069,Quant Aggressive Hybrid Fund,quant Money Managers Limited,Hybrid Scheme - Aggressive Hybrid Fund
101070,Quant Aggressive Hybrid Fund,quant Money Managers Limited,Hybrid Scheme - Aggressive Hybrid Fund
101071,Quant Multi Asset Allocation Fund,quant Money Managers Limited,Hybrid Scheme - Multi Asset Allocation
101072,Quant Multi Asset Allocation Fund,quant Money Managers Limited,Hybrid Scheme - Multi Asset Allocation
101078,JM Liquid Fund - Daily Dividend Option,JM Financial Asset Management Limited,Debt Scheme - Liquid Fund
101083,HDFC Gilt Fund,HDFC Asset Management Company Limited,Debt Scheme - Gilt Fund
101084,HDFC Gilt Fund,HDFC Asset Management Company Limited,Debt Scheme - Gilt Fund
101098,ICICI Prudential Child Care -Study Plan,ICICI Prudential Asset Management Company Limited,Income
101115,Taurus Short Term Income Fund,Taurus Asset Management Company Limited,Debt Scheme - Short Duration Fund
101127,ICICI Prudential Children's Fund,ICICI Prudential Asset Management Company Limited,Solution Oriented Scheme - Children s Fund
101143,ICICI Prudential Multi-Asset Fund,ICICI Prudential Asset Management Company Limited,Hybrid Scheme - Multi Asset Allocation
101144,ICICI Prudential Multi-Asset Fund,ICICI Prudential Asset Management Company Limited,Hybrid Scheme - Multi Asset Allocation
101158,BARODA INCOME FUND,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Medium to Long Duration Fund
101159,BARODA INCOME FUND,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Medium to Long Duration Fund
101161,Nippon India Multi Cap Fund,Nippon Life India Asset Management Limited,Equity Scheme - Multi Cap Fund
101162,Nippon India Multi Cap Fund,Nippon Life India Asset Management Limited,Equity Scheme - Multi Cap Fund
101163,Nippon India Multi Cap Fund,Nippon Life India Asset Management Limited,Equity Scheme - Multi Cap Fund
101165,ICICI Prudential Short Term Fund - Div. Option,ICICI Prudential Asset Management Company Limited,Debt Scheme - Short Duration Fund
101169,SBI CHILDREN'S FUND - SAVINGS PLAN,SBI Funds Management Limited,Solution Oriented Scheme - Children s Fund
101181,JM Medium to Long Duration Fund Growth - Bonus Option,JM Financial Asset Management Limited,Debt Scheme - Medium to Long Duration Fund
101184,LIC MF Liquid Fund,LIC Mutual Fund Asset Management Limited,Debt Scheme - Liquid Fund
101185,LIC MF Liquid Fund,LIC Mutual Fund Asset Management Limited,Debt Scheme - Liquid Fund
101186,Tata Income Fund,Tata Asset Management Limited,Debt Scheme - Medium to Long Duration Fund
101187,BARODA BNP PARIBAS GILT FUND,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Gilt Fund
101188,BARODA BNP PARIBAS GILT FUND,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Gilt Fund
101189,BARODA BNP PARIBAS GILT FUND,Baroda BNP Paribas Asset Management India Private Limited,Debt Scheme - Gilt Fund
101198,LIC MF BSE Sensex Index Fund,LIC Mutual Fund Asset Management Limited,Other Scheme - Index Funds
101199,LIC MF BSE Sensex Index Fund,LIC Mutual Fund Asset Management Limited,Other Scheme - Index Funds
101200,LIC MF Nifty 50 Index Fund,LIC Mutual Fund Asset Management Limited,Other Scheme - Index Funds
101201,LIC MF Nifty 50 Index Fund,LIC Mutual Fund Asset Management Limited,Other Scheme - Index Funds
101206,SBI OVERNIGHT FUND,SBI Funds Management Limited,Debt Scheme - Overnight Fund
101209,Taurus Large Cap Fund,Taurus Asset Management Company Limited,Equity Scheme - Large Cap Fund
101221,ICICI Prudential Money Market Fund,ICICI Prudential Asset Management Company Limited,Debt Scheme - Money Market Fund
101222,Tata Aggressive Hybrid Fund,Tata Asset Management Limited,Hybrid Scheme - Aggressive Hybrid Fund
101224,Tata Dynamic Bond Fund,Tata Asset Management Limited,Debt Scheme - Dynamic Bond
101228,ICICI Prudential Multicap Fund,ICICI Prudential Asset Management Company Limited,Equity Scheme - Multi Cap Fund
101229,ICICI Prudential Short Term Fund-,ICICI Prudential Asset Management Company Limited,Debt Scheme - Short Duration Fund
101230,ICICI Prudential Short Term Fund-,ICICI Prudential Asset Management Company Limited,Debt Scheme - Short Duration Fund
101231,ICICI Prudential Short Term Fund-,ICICI Prudential Asset Management Company Limited,Debt Scheme - Short Duration Fund
101232,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Short Duration Fund
101233,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Short Duration Fund
101234,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Short Duration Fund
101235,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Short Duration Fund
101236,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Short Duration Fund
101237,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Short Duration Fund
101238,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Short Duration Fund
101239,Franklin India Short-Term Income Plan (no. of segregated portfolios- 3),Franklin Templeton Asset Management (India) Private Limited,Debt Scheme - Short Duration Fund
